State/ UT Name,Food grains (cereals)-Rice-(Production is Thausand Toones)-2009-10,Food grains (cereals)-Jowar-(Production is Thausand Toones)-2009-10,Food grains (cereals)-Bajra-(Production is Thausand Toones)-2009-10,Food grains (cereals)-Maize-(Production is Thausand Toones)-2009-10,Food grains (cereals)-Ragi-(Production is Thausand Toones)-2009-10,Food grains (cereals)-Small millets-(Production is Thausand Toones)-2009-10,Food grains (cereals)-Wheat-(Production is Thausand Toones)-2009-10,Food grains (cereals)-Barley-(Production is Thausand Toones)-2009-10,Total cereals-(Production is Thausand Toones)-2009-10,Food grains(pulses)-Gram-(Production is Thausand Toones)-2009-10,Food grains(pulses)-Tur-(Production is Thausand Toones)-2009-10,Food grains(pulses)-Other pulses-(Production is Thausand Toones)-2009-10,Food grains(pulses)-Total pulses-(Production is Thausand Toones)-2009-10,Total Food Grains-(Production is Thausand Toones)-2009-10,Oilseeds-Groundnuts-(Production is Thausand Toones)-2009-10,Oilseeds-Sesamum-(Production is Thausand Toones)-2009-10,Oilseeds-Rapeseed and-(Production is Thausand Toones)-2009-10,Oilseeds-Linseed-(Production is Thausand Toones)-2009-10,Oilseeds-Castor seed-(Production is Thausand Toones)-2009-10,Total Oilseeds*-(Production is Thausand Toones)-2009-10,Cotton-(000 Bales)-2009-10,Jute-(000 Bales)-2009-10,Mesta-(000 Bales)-2009-10,Tea-(million kgs)-2009-10,Coffee-(MT)-2009-10,Natural Rubber-(MT)-2009-10,Banana-(000MT)-2009-10,Sugarcane-(000MT)-2009-10,Tobacco-(000MT)-2009-10,Potatoes-(000MT)-2009-10,Black Pepper(P)-(000MT)-2009-10,Chillies (P)-(000MT)-2009-10,Ginger (P)-(000MT)-2009-10,Coconut-(000MT)-2009-10,Turmeric (P)-(000MT)-2009-10,Food grains (cereals)-Rice-(Production is Thausand Toones)-2010-11,Food grains (cereals)-Jowar-(Production is Thausand Toones)-2010-11,Food grains (cereals)-Bajra-(Production is Thausand Toones)-2010-11,Food grains (cereals)-Maize-(Production is Thausand Toones)-2010-11,Food grains (cereals)-Ragi-(Production is Thausand Toones)-2010-11,Food grains (cereals)-Small millets-(Production is Thausand Toones)-2010-11,Food grains (cereals)-Wheat-(Production is Thausand Toones)-2010-11,Food grains (cereals)-Barley-(Production is Thausand Toones)-2010-11,Total cereals-(Production is Thausand Toones)-2010-11,Food grains(pulses)-Gram-(Production is Thausand Toones)-2010-11,Food grains(pulses)-Tur-(Production is Thausand Toones)-2010-11,Food grains(pulses)-Other pulses-(Production is Thausand Toones)-2010-11,Food grains(pulses)-Total pulses-(Production is Thausand Toones)-2010-11,Total Food Grains-(Production is Thausand Toones)-2010-11,Oilseeds-Groundnuts-(Production is Thausand Toones)-2010-11,Oilseeds-Sesamum-(Production is Thausand Toones)-2010-11,Oilseeds-Rapeseed and-(Production is Thausand Toones)-2010-11,Oilseeds-Linseed-(Production is Thausand Toones)-2010-11,Oilseeds-Castor seed-(Production is Thausand Toones)-2010-11,Total Oilseeds-(Production is Thausand Toones)-2010-11,Cotton-(000 Bales)-2010-11,Jute-(000 Bales)-2010-11,Mesta-(000 Bales)-2010-11,Tea-(million kgs)-2010-11,Coffee-(MT)-2010-11,Natural Rubber-(MT)-2010-11,Banana-(000MT)-2010-11,Sugarcane-(000MT)-2010-11,Tobacco-(000MT)-2010-11,Potatoes-(000MT)-2010-11,Black Pepper(P)-(000MT)-2010-11,Chillies (P)-(000MT)-2010-11,Ginger (P)-(000MT)-2010-11,Coconut-(000MT)-2010-11,Turmeric (P)-(000MT)-2010-11,Food grains (cereals)-Rice-(Production is Thausand Toones)-2011-12,Food grains (cereals)-Jowar-(Production is Thausand Toones)-2011-12,Food grains (cereals)-Bajra-(Production is Thausand Toones)-2011-12,Food grains (cereals)-Maize-(Production is Thausand Toones)-2011-12,Food grains (cereals)-Ragi-(Production is Thausand Toones)-2011-12,Food grains (cereals)-Small millets-(Production is Thausand Toones)-2011-12,Food grains (cereals)-Wheat-(Production is Thausand Toones)-2011-12,Food grains (cereals)-Barley-(Production is Thausand Toones)-2011-12,Total cereals-(Production is Thausand Toones)-2011-12,Food grains(pulses)-Gram-(Production is Thausand Toones)-2011-12,Food grains(pulses)-Tur-(Production is Thausand Toones)-2011-12,Food grains(pulses)-Other pulses-(Production is Thausand Toones)-2011-12,Food grains(pulses)-Total pulses-(Production is Thausand Toones)-2011-12,Total Food Grains-(Production is Thausand Toones)-2011-12,Oilseeds-Groundnuts-(Production is Thausand Toones)-2011-12,Oilseeds-Sesamum-(Production is Thausand Toones)-2011-12,Oilseeds-Rapeseed and-(Production is Thausand Toones)-2011-12,Oilseeds-Linseed-(Production is Thausand Toones)-2011-12,Oilseeds-Castorseed-(Production is Thausand Toones)-2011-12,Total Oilseeds-(Production is Thausand Toones)-2011-12,Cotton-(000 Bales)-2011-12,Jute-(000 Bales)-2011-12,Mesta-(000 Bales)-2011-12,Tea-(million kgs)-2011-12,Coffee-(MT)-2011-12,Natural Rubber-(MT)-2011-12,Banana-(000MT)-2011-12,Sugarcane-(000MT)-2011-12,Tobacco-(000MT)-2011-12,Potatoes-(000MT)-2011-12,Black Pepper(P)-(000MT)-2011-12,Chillies (P)-(000MT)-2011-12,Ginger (P)-(000MT)-2011-12,Coconut-(000MT)-2011-12,Turmeric (P)-(000MT)-2011-12,Food grains (cereals)-Rice-(Production is Thausand Toones)-2012-13,Food grains (cereals)-Jowar-(Production is Thausand Toones)-2012-13,Food grains (cereals)-Bajra-(Production is Thausand Toones)-2012-13,Food grains (cereals)-Maize-(Production is Thausand Toones)-2012-13,Food grains (cereals)-Ragi-(Production is Thausand Toones)-2012-13,Food grains (cereals)-Small millets-(Production is Thausand Toones)-2012-13,Food grains (cereals)-Wheat-(Production is Thausand Toones)-2012-13,Food grains (cereals)-Barley-(Production is Thausand Toones)-2012-13,Total cereals-(Production is Thausand Toones)-2012-13,Food grains(pulses)-Gram-(Production is Thausand Toones)-2012-13,Food grains(pulses)-Tur-(Production is Thausand Toones)-2012-13,Food grains(pulses)-Other pulses-(Production is Thausand Toones)-2012-13,Food grains(pulses)-Total pulses-(Production is Thausand Toones)-2012-13,Total Food Grains-(Production is Thausand Toones)-2012-13,Oilseeds-Groundnuts-(Production is Thausand Toones)-2012-13,Oilseeds-Sesamum-(Production is Thausand Toones)-2012-13,Oilseeds-Rapeseed and-(Production is Thausand Toones)-2012-13,Oilseeds-Linseed-(Production is Thausand Toones)-2012-13,Oilseeds-Castorseed-(Production is Thausand Toones)-2012-13,Total Oilseeds-(Production is Thausand Toones)-2012-13,Cotton-(000 Bales)-2012-13,Jute-(000 Bales)-2012-13,Mesta-(000 Bales)-2012-13,Tea-(million kgs)-2012-13,Coffee-(MT)-2012-13,Natural Rubber-(MT)-2012-13,Banana-(000MT)-2012-13,Sugarcane-(000MT)-2012-13,Tobacco-(000MT)-2012-13,Potatoes-(000MT)-2012-13,Black Pepper(P)-(000MT)-2012-13,Chillies (P)-(000MT)-2012-13,Ginger (P)-(000MT)-2012-13,Coconut-(000MT)-2012-13,Turmeric (P)-(000MT)-2012-13,Rice-2013-14,Wheat-2013-14,Jowar-2013-14,Bajra-2013-14,Maize-2013-14,Ragi-2013-14,Small Millets-2013-14,Barley-2013-14,Coarse Cereals-2013-14,Cereals Total-2013-14,Tur-2013-14,Gram-2013-14,Urad-2013-14,Moong Total-2013-14,Other Pulses-2013-14,Pulses Total-2013-14,Food Grains Total-2013-14,Groundnut-2013-14,Castorseed-2013-14,Sesamum-2013-14,Nigerseed-2013-14,Soyabean-2013-14,Sunflower-2013-14,R & M-2013-14,Linseed-2013-14,Safflower-2013-14,Total Oilseeds-2013-14,Sugarcane-2013-14,Cotton*-2013-14,Jute**-2013-14,Mesta**-2013-14,J & M**-2013-14,Guarseed-2013-14,tobacco-2013-14,Sanhemp-2013-14,Tea-2013-14,Coffee(Mn.Kg)-2013-14,Natural Rubber(000 Tonnes)-2013-14,Banana-2013-14,Potato-2013-14,Turmeric--2013-14,Black Pepper-2013-14,Chillies-2013-14,Ginger-2013-14,Coconut-2013-14,Rice-(Th. tonnes)-2014-15,Wheat-(Th. tonnes)-2014-15,Jowar-(Th. tonnes)-2014-15,Bajra-(Th. tonnes)-2014-15,Maize-(Th. tonnes)-2014-15,Ragi-(Th. tonnes)-2014-15,Small Millets Kharif-(Th. tonnes)-2014-15,Barley-(Th. tonnes)-2014-15,Coarse Cereals-(Th. tonnes)-2014-15,Tur-(Th. tonnes)-2014-15,Gram-(Th. tonnes)-2014-15,Urad-(Th. tonnes)-2014-15,Moong-(Th. tonnes)-2014-15,Other Pulses-(Th. tonnes)-2014-15,Pulses-(Th. tonnes)-2014-15,Foodgrains-(Th. tonnes)-2014-15,Groundnut-(Th. tonnes)-2014-15,Castorseed-(Th. tonnes)-2014-15,Sesamum-(Th. tonnes)-2014-15,Nigerseed-(Th. tonnes)-2014-15,Soyabean-(Th. tonnes)-2014-15,Sunflower-(Th. tonnes)-2014-15,R & M-(Th. tonnes)-2014-15,Linseed-(Th. tonnes)-2014-15,Safflower-(Th. tonnes)-2014-15,Total Oilseeds-(Th. tonnes)-2014-15,Sugarcane-(Th. tonnes)-2014-15,Cotton **-(Th. tonnes)-2014-15,Jute ***-(Th. tonnes)-2014-15,Mesta ***-(Th. tonnes)-2014-15,Jute & Mesta***-(Th. tonnes)-2014-15,Tea-(Mkg)-2014-15,Rice-(Th. tonnes)-2015-16,Wheat-(Th. tonnes)-2015-16,Jowar-(Th. tonnes)-2015-16,Bajra-(Th. tonnes)-2015-16,Maize-(Th. tonnes)-2015-16,Ragi-(Th. tonnes)-2015-16,Small Millets Kharif-(Th. tonnes)-2015-16,Barley-(Th. tonnes)-2015-16,Coarse Cereals-(Th. tonnes)-2015-16,Tur-(Th. tonnes)-2015-16,Gram-(Th. tonnes)-2015-16,Urad-(Th. tonnes)-2015-16,Moong-(Th. tonnes)-2015-16,Other Pulses-(Th. tonnes)-2015-16,Pulses-(Th. tonnes)-2015-16,Foodgrains-(Th. tonnes)-2015-16,Groundnut-(Th. tonnes)-2015-16,Castorseed-(Th. tonnes)-2015-16,Sesamum-(Th. tonnes)-2015-16,Nigerseed-(Th. tonnes)-2015-16,Soyabean-(Th. tonnes)-2015-16,Sunflower-(Th. tonnes)-2015-16,R & M-(Th. tonnes)-2015-16,Linseed-(Th. tonnes)-2015-16,Safflower-(Th. tonnes)-2015-16,Total Oilseeds-(Th. tonnes)-2015-16,Sugarcane-(Th. tonnes)-2015-16,Cotton **-(Th. tonnes)-2015-16,Jute ***-(Th. tonnes)-2015-16,Mesta ***-(Th. tonnes)-2015-16,Jute & Mesta***-(Th. tonnes)-2015-16,Tea (P)-(Mkgs)-2015-16,Coffee-(MT)-2015-16
Jharkhand,1538,NA,NA,191,6,12,173,9,1928,58,53,113,224,2152,11,1,56,9,1,80,NA,1,4,NA,NA,NA,58,447,NA,573,NA,NA,NA,NA,NA,1110,NA,NA,262,5,12,158,NA,1547,74,71,185,330,1877,23,2,72,8,NA,114,NA,1,NA,NA,NA,NA,64,457,NA,656,NA,NA,NA,NA,NA,3131,1,NA,322,8,NA,303,NA,3763,136,103,173,412,4175,20,2,117,13,NA,155,NA,NA,NA,NA,NA,NA,NA,457,NA,652,NA,NA,NA,NA,NA,3165,1,0,452,11,NA,319,NA,3948,162,202,245,609,4558,28,3,146,17,0,197,NA,NA,NA,NA,NA,NA,1,462,NA,660,NA,NA,NA,NA,NA,2810.64,370.37,0.28,0.09,517.03,8.71,NA,NA,526.1,3707.11,205.15,181.73,88.25,10.28,93.21,578.62,4285.73,26.87,0.06,2.08,1.88,0.58,0.38,136.3,14.5,0.22,182.87,462.84,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1.29,653.12,NA,NA,NA,NA,NA,3362,330,0,0,476,12,NA,NA,488,200,186,83,15,113,597,4777,25,0,2,2,1,0,126,20,0,178,470,NA,NA,NA,0,NA,2882,274,1,0,375,8,NA,NA,385,174,173,72,18,110,547,4088,20,NA,2,2,0,1,139,13,NA,177,709,NA,NA,NA,0,NA,NA
Karnataka,3691,1406,153,3013,1312,11,251,NA,9837,574,282,262,1118,10955,512,31,2,4,12,1005,868,NA,1,6,NA,NA,2132,30443,91,460,4,144,135,1497,66,4188,1467,334,4444,1588,12,279,NA,12312,631,529,405,1565,13877,742,51,2,4,16,1270,1200,NA,1,5,NA,NA,2282,39657,134,401,18,129,168,1497,90,3955,1166,278,4085,1272,12,193,NA,10961,468,354,312,1134,12095,485,31,1,2,14,942,1200,NA,1,NA,NA,NA,2352,38808,106,483,6,153,140,3785,100,3364,1315,285,3475,975,11,179,NA,9604,623,366,270,1259,10863,395,38,1,2,7,920,1255,NA,NA,NA,230,31,2530,35732,67,698,6,107,58,4170,100,3572.56,210,1317,331,3984.51,1180.29,13,NA,6825.8,10608.36,587.51,716,50,81,166,1600.51,12208.87,565,11,23,3,270,253,1,2,34,1162,37905,1875,NA,NA,0,NA,90,NA,5.52,211,35.2,2675.63,539.7,65.41,8.03,111.55,50.05,3469.48,3541,261,1174,248,4214,1298,12,NA,6946,474,674,21,53,168,1390,12138,502,7,22,3,189,206,1,2,27,959,43776,2311,NA,1,1,7,2702,173,1146,147,3269,1132,11,NA,5705,263,897,20,56,153,1389,9969,485,5,22,1,135,165,1,13,40,867,38475,1600,NA,NA,0,6,252
Kerala,598,2,NA,-,NA,NA,NA,NA,600,NA,4,6,10,611,1,NA,NA,NA,NA,1,1,NA,NA,72,NA,NA,406,285,NA,8,46,NA,29,3992,6,523,1,NA,NA,NA,NA,NA,NA,524,NA,3,0,3,527,2,NA,NA,NA,NA,2,#,NA,NA,70,NA,NA,484,272,0,NA,21,NA,33,3992,6,569,NA,NA,NA,NA,NA,NA,NA,570,NA,3,0,3,572,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,420,263,NA,5,32,3,32,3974,6,508,0,NA,0,0,0,NA,NA,509,NA,2,1,3,512,1,0,NA,NA,NA,1,#,NA,NA,NA,64,800,516,166,NA,5,42,3,34,3990,7,509.2,NA,0.1,NA,0.1,0.1,0.04,NA,0.34,509.54,0.8,0.4,0,0,2.8,4,513.54,0.87,NA,0.09,NA,NA,0,NA,NA,NA,0.96,221.52,NA,NA,NA,0,NA,NA,NA,63.48,67,648.2,528.21,8.11,6.9,38.67,1.29,21.25,4107.37,562,NA,0,NA,0,0,0,NA,0,0,1,0,0,0,1,564,1,NA,0,NA,0,0,NA,NA,NA,1,149,NA,NA,NA,0,67,558,0,0,NA,0,0,0,NA,0,0,1,0,0,1,2,560,1,NA,0,NA,0,NA,NA,NA,NA,1,138,NA,NA,NA,NA,57,69
Madhya Pradesh,1261,565,248,1045,NA,74,8410,110,11713,3304,308,693,4305,16016,218,87,849,51,NA,7636,855,NA,1,NA,NA,NA,1460,2535,NA,608,NA,91,NA,NA,NA,1772,616,308,1052,NA,88,7627,103,11566,2687,165,534,3386,14952,302,143,855,42,NA,8035,2000,2,2,NA,NA,NA,1720,2667,0,743,NA,91,NA,NA,NA,2227,615,344,1287,NA,82,11539,138,16233,3290,334,538,4162,20395,345,155,870,57,NA,7728,2000,1,1,NA,NA,NA,1379,2677,NA,1817,NA,94,15,NA,1,2775,575,298,1514,0,85,13133,145,18525,3812,351,1002,5166,23690,312,157,919,57,1,9276,2200,1,1,NA,NA,NA,1701,2642,0,2299,NA,94,15,NA,1,2844.82,12937.02,373.3,379.8,1534,0.2,114.53,150,2551.83,18333.67,332,3299.14,226,146.08,641.1,4644.32,22977.99,324.2,1.2,140.12,27.5,5242.45,0,844.3,55,0.1,6634.87,3173.67,1730,1.3,1.2,2.5,NA,0.1,NA,NA,NA,NA,1735,2322.4,0.6,NA,93.57,15,NA,3625,17104,377,445,2128,3,72,104,3129,511,2964,440,124,789,4828,28687,370,1,186,16,6353,0,717,60,21,7724,4567,1750,3,6,9,NA,3579,17689,410,588,2580,32,50,168,3828,625,3265,562,126,539,5117,30213,350,2,197,26,4908,1,700,55,5,6244,5031,2098,5,1,6,NA,NA
Maharashtra,2183,3566,766,1828,109,23,1740,1,10216,1114,919,337,2370,12586,359,15,2,9,2,2814,5859,NA,26,NA,NA,NA,5200,64159,2,198,NA,45,54,120,9,2696,3452,1123,2602,117,29,2301,1,12321,1300,976,824,3100,15421,460,20,3,10,4,5040,8500,NA,28,NA,NA,NA,4303,81896,1,318,NA,72,53,120,67,2841,2693,823,2433,138,34,1313,1,10276,815,871,582,2268,12544,351,15,4,8,3,4485,7200,NA,19,NA,NA,NA,4315,86733,1,360,NA,46,1,120,8,3057,1935,502,1824,139,29,1181,NA,8667,854,966,486,2306,10973,285,12,2,8,5,5087,7655,NA,31,NA,NA,0,3600,69648,1,321,NA,46,1,129,11,3120,1602,2266.78,788,2729.43,142,29,NA,5955.21,10677.21,1034,1622,206,208,99,3169,13846.21,393,5,11,13,4754.93,44,4,8,61,5293.93,76901,8834,NA,35,35,NA,NA,NA,NA,NA,0.4,4830.6,370,11,NA,45.6,1.04,129.02,2946,1308,2109,538,2202,119,37,NA,5005,726,1088,92,84,63,2053,11312,379,4,4,3,2384,33,2,5,36,2850,84699,7000,NA,NA,0,NA,2627,758,1305,338,1511,93,25,NA,3272,468,731,59,72,80,1410,8067,237,4,3,3,2101,6,2,3,16,2375,72255,6500,NA,NA,0,NA,NA
Manipur,320,NA,NA,12,NA,NA,NA,NA,332,NA,NA,7,7,339,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,34,21,NA,15,NA,NA,NA,NA,NA,522,NA,NA,42,NA,NA,5,NA,569,NA,NA,24,24,593,1,1,21,NA,NA,27,NA,NA,NA,NA,NA,NA,35,301,NA,15,NA,NA,NA,NA,NA,591,NA,NA,46,NA,NA,5,NA,642,NA,NA,27,27,669,1,1,21,NA,NA,28,NA,NA,NA,NA,NA,NA,82,333,NA,NA,NA,4,4,NA,16,258,NA,NA,45,NA,NA,6,NA,308,1,NA,28,28,337,1,1,30,NA,NA,32,NA,NA,NA,NA,NA,1,88,312,NA,NA,NA,4,4,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meghalaya,207,NA,NA,26,NA,2,1,NA,236,NA,1,3,4,239,NA,1,5,NA,NA,7,6,35,18,NA,NA,NA,83,NA,NA,222,NA,NA,NA,NA,10,207,NA,NA,26,NA,2,1,NA,235,NA,1,3,4,238,NA,1,5,NA,NA,7,#,34,18,NA,NA,NA,67,NA,0,162,NA,NA,NA,NA,10,216,NA,NA,27,NA,2,1,NA,245,NA,1,3,4,249,NA,1,5,NA,NA,8,#,34,16,NA,NA,NA,82,NA,NA,165,NA,1,57,NA,10,232,NA,NA,27,NA,2,1,NA,261,0,1,2,4,265,NA,1,5,NA,NA,7,#,35,19,NA,NA,7,84,0,0,173,0,1,57,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mizoram,44,NA,NA,12,NA,NA,NA,NA,56,NA,NA,7,7,62,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,208,12,NA,21,NA,NA,31,NA,23,47,NA,NA,14,NA,NA,NA,NA,61,NA,NA,6,6,67,NA,1,NA,NA,NA,4,#,NA,NA,NA,NA,NA,119,8,0,2,NA,NA,NA,NA,23,54,NA,NA,8,NA,NA,NA,NA,63,NA,NA,5,5,68,NA,1,NA,NA,NA,2,#,NA,NA,NA,NA,NA,119,8,NA,3,NA,48,37,NA,24,30,NA,NA,8,NA,NA,NA,NA,39,NA,NA,3,3,42,NA,1,0,NA,NA,2,#,NA,NA,NA,NA,0,128,7,1,3,0,8,28,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nagaland,240,NA,NA,73,NA,4,2,NA,319,NA,2,33,35,354,1,2,47,9,NA,85,NA,2,NA,NA,NA,NA,63,153,NA,10,NA,NA,NA,NA,NA,381,NA,1,134,NA,10,5,1,532,1,2,33,36,568,1,2,27,5,NA,66,#,5,3,NA,NA,NA,59,185,NA,10,NA,NA,NA,NA,NA,382,NA,1,134,NA,8,5,1,532,1,2,32,35,567,1,2,27,5,NA,69,#,6,3,NA,NA,NA,166,187,NA,20,NA,1,36,NA,1,405,0,1,135,0,10,6,1,557,1,3,40,44,601,1,2,27,5,0,68,#,6,2,NA,NA,2,80,188,NA,32,0,1,36,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,6918,6,2,175,38,10,6,NA,7154,34,112,254,399,7553,89,11,3,12,10,172,147,30,82,NA,NA,NA,400,490,3,179,NA,64,118,190,189,6828,5,2,299,47,7,4,NA,7192,33,124,270,427,7619,86,12,3,10,9,180,250,36,77,NA,NA,NA,489,903,2,191,NA,70,127,190,203,5807,5,2,212,31,9,NA,NA,6069,30,115,198,343,6412,79,5,2,12,8,166,325,32,69,NA,NA,NA,506,885,2,201,NA,70,35,258,36,7295,5,2,228,44,9,2,NA,7584,32,128,264,424,8009,82,5,4,12,8,170,400,17,67,NA,NA,0,521,952,1,201,NA,70,35,262,30,7613.41,1.07,4.66,1.85,263.63,45.84,9.7,NA,325.68,7940.16,124.44,36.21,26.33,88.69,143.59,419.26,8359.42,86.77,8.13,5.61,23.29,0.16,29.69,3.62,10.96,0.53,168.76,936.51,299,19.81,62.52,82.33,NA,NA,31.35,NA,NA,0.3,476.6,249.76,30,NA,70,35,223.63,8298,1,4,1,188,38,10,NA,242,124,36,28,105,147,439,8981,62,7,7,25,1,26,2,11,0,141,723,400,10,58,68,NA,5878,1,4,1,111,28,13,NA,157,123,30,195,84,123,554,6590,55,7,4,23,NA,19,2,5,0,115,577,400,15,42,57,NA,NA
Punjab,11236,NA,4,475,NA,1,15169,47,26932,3,4,10,18,26950,3,3,39,NA,NA,83,2006,NA,NA,NA,NA,NA,6,3700,NA,2117,NA,17,NA,NA,NA,10837,NA,3,491,NA,NA,16472,44,27847,3,4,11,19,27866,4,2,41,NA,NA,72,2100,NA,NA,NA,NA,NA,10,4170,NA,2088,NA,18,NA,NA,NA,10542,NA,3,502,NA,NA,17280,47,28374,2,3,10,15,28389,3,2,37,NA,NA,68,2300,NA,NA,NA,NA,NA,12,5653,NA,2104,NA,18,NA,NA,NA,11374,NA,3,475,NA,NA,16591,47,28490,3,3,47,53,28543,3,2,41,NA,NA,69,2000,NA,NA,NA,NA,NA,10,5919,NA,2132,NA,18,NA,NA,NA,11267,17620,0,0.8,507,NA,NA,46,553.8,29440.8,2.6,2.3,1,31.8,1.9,39.6,29480.4,2.4,NA,1.4,NA,NA,18.6,41.8,NA,NA,64.2,6675,1968,NA,NA,0,30.4,NA,NA,NA,NA,NA,9.32,2189.16,2.71,NA,17.7,NA,NA,11107,15050,0,NA,460,NA,NA,39,499,2,2,1,33,3,42,26698,3,NA,1,NA,NA,15,39,NA,NA,58,7039,1600,NA,NA,0,NA,11823,16081,0,NA,424,NA,NA,36,460,3,2,1,34,4,44,28408,2,NA,2,NA,NA,13,45,NA,NA,61,6576,450,NA,NA,NA,NA,NA
Rajasthan,228,104,2035,1146,NA,3,7501,620,11636,535,7,172,714,12350,355,97,2948,7,86,4407,903,NA,NA,NA,NA,NA,1,345,1,96,NA,14,NA,NA,NA,266,509,4567,2053,NA,9,7215,955,15573,1601,16,1643,3260,18833,681,223,4370,2,211,6605,900,NA,NA,NA,NA,NA,1,368,0,76,NA,14,NA,NA,NA,253,410,4593,1667,NA,5,9320,789,17038,1061,13,1358,2432,19470,805,166,2976,1,410,5745,1335,NA,NA,NA,NA,NA,1,451,1,178,NA,18,0,NA,0,223,420,3877,1755,NA,8,9275,853,16410,1277,15,665,1957,18368,617,122,3815,1,341,6365,1400,NA,NA,NA,NA,NA,1,402,1,107,NA,18,0,NA,0,312.56,8663.23,356.67,3627.47,1502.19,NA,4.51,942.03,6432.87,15408.66,9.41,1640.39,70.56,391.2,379.33,2490.89,17899.55,900.93,286.14,72.05,NA,974.65,0,3797.14,2.85,NA,6033.76,362.88,1287,NA,NA,0,2873.88,0.59,362.88,NA,NA,NA,0.64,113.25,0.39,NA,11.28,0.25,NA,367,9824,505,4456,1551,NA,5,962,7479,10,911,112,461,458,1952,19622,1011,335,112,NA,957,0,2896,3,NA,5314,409,1527,NA,NA,0,NA,370,9871,344,3527,1210,NA,7,819,5907,7,803,115,603,426,1953,18101,1056,270,115,NA,999,0,3269,2,NA,5711,451,1320,NA,NA,0,NA,NA
